case_id,order_id,customer_id,customer_unique_id,payment_type,payment_value,payment_installments,payment_sequential,order_purchase_timestamp,failure_timestamp,hours_since_failure,previous_order_count,previous_payment_count,previous_success_count,previous_cancelled_count,historical_payment_success_rate,historical_average_payment,customer_tenure_before_payment,order_frequency_before_payment,failure_category,failure_reason,recovery_attempt_number,model_probability_RETRY,model_probability_NUDGE,model_probability_ESCALATE,model_probability_STOP,effective_probability_RETRY,effective_probability_NUDGE,effective_probability_ESCALATE,effective_probability_STOP,utility_RETRY,utility_NUDGE,utility_ESCALATE,utility_STOP,guardrail_RETRY,guardrail_NUDGE,guardrail_ESCALATE,guardrail_STOP,guardrail_rules_RETRY,guardrail_rules_NUDGE,guardrail_rules_ESCALATE,guardrail_rules_STOP,selected_action,recovery_probability,revenue_at_risk,expected_recovered_amount,execution_status,recovered,recovered_amount,simulation_seed,provenance_version
92d731517f17c26f16182d45498c4c3d_1,92d731517f17c26f16182d45498c4c3d,95c44daefa7bfb91c6bb0665a0cd22fc,623b94cac35b6629e4a77bd398beca52,boleto,221.84,1,1,2016-10-05 11:23:13,2016-10-05 11:28:13,20.0,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,boleto_expired,1,0.015184427372786418,0.6958929365711594,0.0646348045845792,0.02479068868040577,0.0,0.6958929365711594,0.0646348045845792,0.0,-3.5,151.876889048946,-0.6614149509569511,0.0,BLOCKED,PASSED,PASSED,PASSED,GR01_BOLETO_RETRY_PROHIBITED|GR04_AUTH_REQUIRED_RETRY_PROHIBITED,NONE,NONE,NONE,NUDGE,0.6958929365711594,221.84,154.376889048946,EXECUTED,1,221.84,42,v1.0-olist-augmented
98750f114ae6088d04ea0d3cfe3f137f_1,98750f114ae6088d04ea0d3cfe3f137f,01fc05160cf790b9ed54ec795ff07688,225e63e9d240db566203b1ed918a809c,boleto,24.52,1,1,2016-10-05 11:44:41,2016-10-05 11:49:41,20.9,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,payment_cancelled,1,0.015210349219347781,0.6962593483191976,0.06473959535407406,0.02483259618570041,0.0,0.6962593483191976,0.06473959535407406,0.0,-3.5,14.572279220786722,-13.412585121918104,0.0,BLOCKED,PASSED,PASSED,PASSED,GR01_BOLETO_RETRY_PROHIBITED,NONE,NONE,NONE,NUDGE,0.6962593483191976,24.52,17.072279220786722,EXECUTED,0,0.0,42,v1.0-olist-augmented
3b2ca3293a7ce539ea2379d704fa37ce_1,3b2ca3293a7ce539ea2379d704fa37ce,06a70917afd2dcd59396e1eac836c646,451c36d15ca9729da50f130f5c0f1c59,credit_card,184.87,5,1,2016-10-05 12:44:09,2016-10-05 12:49:09,4.9,0,0,0,0,0.0,0.0,0,0.0,FUNDS_ISSUE,insufficient_funds,1,0.20318801741352827,0.48338437036097415,0.08576418863452205,0.033359405472509165,0.20318801741352827,0.48338437036097415,0.08576418863452205,0.0,37.06336877923897,86.86326854863329,0.8552255528640913,0.0,PASSED,PASSED,PASSED,PASSED,NONE,NONE,NONE,NONE,NUDGE,0.48338437036097415,184.87,89.36326854863329,EXECUTED,0,0.0,42,v1.0-olist-augmented
dc5f6cd4492bbffe5bcda9b87856c9a5_1,dc5f6cd4492bbffe5bcda9b87856c9a5,2ebf822bbf33241c7bffb42235519f92,bdb88619ffe5ca24fa5732468bd34573,credit_card,108.84,10,1,2016-10-05 13:12:43,2016-10-05 13:17:43,23.4,0,0,0,0,0.0,0.0,0,0.0,FUNDS_ISSUE,insufficient_funds,1,0.15073038404873945,0.3943928535267108,0.06129033915067779,0.023456217204950336,0.15073038404873945,0.3943928535267108,0.06129033915067779,0.0,15.905494999864803,40.4257181778472,-8.32915948684023,0.0,PASSED,PASSED,PASSED,PASSED,NONE,NONE,NONE,NONE,NUDGE,0.3943928535267108,108.84,42.9257181778472,EXECUTED,0,0.0,42,v1.0-olist-augmented
cb2b577a4ebd84bf84ff3990084d490f_1,cb2b577a4ebd84bf84ff3990084d490f,ebd67b458c0b8b23fa5d869779adc761,8130a5b332a233457aad5d824b9df2cb,credit_card,149.91,2,1,2016-10-05 17:11:49,2016-10-05 17:16:49,43.2,0,0,0,0,0.0,0.0,0,0.0,SOFT_DECLINE,network_error,1,0.6389959640201001,0.06729575488349798,0.041927119088771406,0.015844039626650094,0.6389959640201001,0.06729575488349798,0.041927119088771406,0.0,95.29188496625319,7.588306614585182,-8.714705577402277,0.0,PASSED,PASSED,PASSED,PASSED,NONE,NONE,NONE,NONE,RETRY,0.6389959640201001,149.91,95.79188496625319,EXECUTED,1,149.91,42,v1.0-olist-augmented
27c7c6aa7b6f3de99d2a3a64674d296f_1,27c7c6aa7b6f3de99d2a3a64674d296f,f7b55e33b283db33596d6be05d796448,dc86b29986d1f8ad458040d2400bf941,credit_card,123.2,5,1,2016-10-05 22:53:45,2016-10-05 22:58:45,11.6,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,payment_cancelled,1,0.018086809287607666,0.7321738676927665,0.07625732965968046,0.029474276722288795,0.018086809287607666,0.7321738676927665,0.07625732965968046,0.0,-1.2717050957667357,87.70382049974883,-5.605096985927366,0.0,PASSED,PASSED,PASSED,PASSED,NONE,NONE,NONE,NONE,NUDGE,0.7321738676927665,123.2,90.20382049974883,EXECUTED,1,123.2,42,v1.0-olist-augmented
62246c16a32a0866943f17d7b42db940_1,62246c16a32a0866943f17d7b42db940,6443519fe0538b895632d5d7817aaff3,d78014098f313770fc276a44a9e84a87,credit_card,69.35,6,1,2016-10-06 00:06:17,2016-10-06 00:11:17,68.6,0,0,0,0,0.0,0.0,0,0.0,FUNDS_ISSUE,insufficient_funds,1,0.06729926992270199,0.20933558326640894,0.02585805170721916,0.009670717415219519,0.06729926992270199,0.20933558326640894,0.02585805170721916,0.0,4.167204369139383,12.01742269952546,-13.206744114104351,0.0,PASSED,PASSED,PASSED,PASSED,NONE,NONE,NONE,NONE,NUDGE,0.20933558326640894,69.35,14.51742269952546,EXECUTED,0,0.0,42,v1.0-olist-augmented
9aa3197e4887919fde0307fc23601d7a_1,9aa3197e4887919fde0307fc23601d7a,31a4ecf0bd3ea9436b7132bac1a1bdb3,24c0806a2407ad1f14b1323849bd246c,credit_card,34.62,3,1,2016-10-06 13:16:56,2016-10-06 13:21:56,52.2,0,0,0,0,0.0,0.0,0,0.0,SOFT_DECLINE,network_error,1,0.5992972888646279,0.05746147882179543,0.03565836029895111,0.013420480423821332,0.5992972888646279,0.05746147882179543,0.03565836029895111,0.0,20.247672140493414,-0.5106836031894424,-13.765507566450314,0.0,PASSED,PASSED,PASSED,PASSED,NONE,NONE,NONE,NONE,RETRY,0.5992972888646279,34.62,20.747672140493414,EXECUTED,1,34.62,42,v1.0-olist-augmented
c549f0d88f33bfe43351b893f1fb55ac_1,c549f0d88f33bfe43351b893f1fb55ac,ea26950075411d4c3569a71853ee7388,ded0f90b96bc30dfa105a41bbe658cdf,credit_card,110.92,1,1,2016-10-06 13:21:05,2016-10-06 13:26:05,15.1,0,0,0,0,0.0,0.0,0,0.0,FUNDS_ISSUE,insufficient_funds,1,0.1732034127649955,0.43460377859133104,0.07155186160991754,0.027569406661182037,0.1732034127649955,0.43460377859133104,0.07155186160991754,0.0,18.711722543893302,45.70625112135044,-7.063467510227946,0.0,PASSED,PASSED,PASSED,PASSED,NONE,NONE,NONE,NONE,NUDGE,0.43460377859133104,110.92,48.20625112135044,EXECUTED,0,0.0,42,v1.0-olist-augmented
60856ac7677a70cd87ad25d9b34d051b_1,60856ac7677a70cd87ad25d9b34d051b,bf3143805b420affe47047794eae0872,b139fbdcd53f8036eb05d3023fc97580,credit_card,25.96,1,1,2016-10-06 14:36:59,2016-10-06 14:41:59,38.4,0,0,0,0,0.0,0.0,0,0.0,FUNDS_ISSUE,insufficient_funds,1,0.11705737726647036,0.32726175317290107,0.04650403988782753,0.01762601742904471,0.11705737726647036,0.32726175317290107,0.04650403988782753,0.0,2.538809513837571,5.9957151123685115,-13.792755124511997,0.0,PASSED,PASSED,PASSED,PASSED,NONE,NONE,NONE,NONE,NUDGE,0.32726175317290107,25.96,8.495715112368512,EXECUTED,0,0.0,42,v1.0-olist-augmented
1add1aa4c6e709fd74a4eb691a9fc6bc_1,1add1aa4c6e709fd74a4eb691a9fc6bc,076a5ddb5b1240c532093a399dcb47f5,76cfb52cb2b6b08a3a01454ad83e73f1,credit_card,74.15,1,1,2016-10-06 17:45:30,2016-10-06 17:50:30,28.5,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,authentication_failed,1,0.013029617448720431,0.6620817420766426,0.05586057485016134,0.021302149104545448,0.0,0.6620817420766426,0.05586057485016134,0.0,-3.5,46.59336117498305,-10.857938374860536,0.0,BLOCKED,PASSED,PASSED,PASSED,GR04_AUTH_REQUIRED_RETRY_PROHIBITED,NONE,NONE,NONE,NUDGE,0.6620817420766426,74.15,49.09336117498305,EXECUTED,0,0.0,42,v1.0-olist-augmented
ac00d3859c095d282f6bef69e0ed1b38_1,ac00d3859c095d282f6bef69e0ed1b38,503d0a7d55227b38ccce96ec23251f5a,b2639226e3ba85c1e40abf59a40d5b66,credit_card,89.16,2,1,2016-10-06 18:03:01,2016-10-06 18:08:01,27.8,0,0,0,0,0.0,0.0,0,0.0,FUNDS_ISSUE,insufficient_funds,1,0.14004503164524026,0.3740418093261702,0.05652344541057495,0.021564297938238764,0.14004503164524026,0.3740418093261702,0.05652344541057495,0.0,11.986415021489622,30.849567719521332,-9.960369607193137,0.0,PASSED,PASSED,PASSED,PASSED,NONE,NONE,NONE,NONE,NUDGE,0.3740418093261702,89.16,33.34956771952133,EXECUTED,1,89.16,42,v1.0-olist-augmented
9bd5312d12f48b04a460f702baff3d8c_1,9bd5312d12f48b04a460f702baff3d8c,4d145fd1d3245cbb3697dd41b4bcf19b,fa57a93088b5154400f24bee58fdf772,credit_card,221.84,5,1,2016-10-06 20:43:30,2016-10-06 20:48:30,40.5,0,0,0,0,0.0,0.0,0,0.0,SOFT_DECLINE,network_error,1,0.6497216690537754,0.07029386671107814,0.04384815883384466,0.016590685552905694,0.6497216690537754,0.07029386671107814,0.04384815883384466,0.0,143.63425506288954,13.093991391185574,-5.2727244442999,0.0,PASSED,PASSED,PASSED,PASSED,NONE,NONE,NONE,NONE,RETRY,0.6497216690537754,221.84,144.13425506288954,EXECUTED,0,0.0,42,v1.0-olist-augmented
032cf17f7a713287e46999fddea6051b_1,032cf17f7a713287e46999fddea6051b,7ec44117b7760d297447f1cff2a10967,b0cfaead61116dafe5fc20f4c9a91754,credit_card,110.92,4,1,2016-10-07 12:21:07,2016-10-07 12:26:07,8.2,0,0,0,0,0.0,0.0,0,0.0,HARD_DECLINE,stolen_card,1,0.019358183920111415,0.2839215012848844,0.46876771630234015,0.8284821572682151,0.0,0.2839215012848844,0.46876771630234015,0.0,-100.5,28.99257292251938,36.99571509225557,0.0,BLOCKED,PASSED,PASSED,PASSED,GR03_HARD_DECLINE_RETRY_PROHIBITED,NONE,NONE,NONE,ESCALATE,0.46876771630234015,110.92,51.99571509225557,EXECUTED,0,0.0,42,v1.0-olist-augmented
5bda3e4d7080c484cd646a53165a7892_1,5bda3e4d7080c484cd646a53165a7892,e4c44f8397c63555e4d0b11f4e7addc5,e77dc6d35eca2c309c97739d49994220,credit_card,165.68,1,1,2016-10-07 21:30:12,2016-10-07 21:35:12,15.9,0,0,0,0,0.0,0.0,0,0.0,FUNDS_ISSUE,insufficient_funds,1,0.1701495143635853,0.42933422761543555,0.07013822553522736,0.02699945399367648,0.1701495143635853,0.42933422761543555,0.07013822553522736,0.0,27.690371539758814,68.63209483132536,-3.379498793323531,0.0,PASSED,PASSED,PASSED,PASSED,NONE,NONE,NONE,NONE,NUDGE,0.42933422761543555,165.68,71.13209483132536,EXECUTED,0,0.0,42,v1.0-olist-augmented
1069874467b6a425853288c450f68fc9_1,1069874467b6a425853288c450f68fc9,cee53b7d3dd56da687a4fa61c6ce8d32,4403513209514871ac9d0fd681f7cdb5,credit_card,40.95,4,1,2016-10-07 22:51:32,2016-10-07 22:56:32,11.2,0,0,0,0,0.0,0.0,0,0.0,SOFT_DECLINE,network_error,1,0.7723986202793396,0.12152205853120086,0.07740814036910675,0.029941961848692345,0.7723986202793396,0.12152205853120086,0.07740814036910675,0.0,31.12972350043896,2.4763282968526754,-11.830136651885079,0.0,PASSED,PASSED,PASSED,PASSED,NONE,NONE,NONE,NONE,RETRY,0.7723986202793396,40.95,31.62972350043896,EXECUTED,1,40.95,42,v1.0-olist-augmented
e2ea01f68f92f0c55b08ca739af834b6_1,e2ea01f68f92f0c55b08ca739af834b6,258c52543b8045fe23644c47a645c9fb,de6150bc32a048990e6cbb6dbd3825bb,boleto,149.39,1,1,2016-10-08 10:55:44,2016-10-08 11:00:44,12.9,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,payment_timed_out,1,0.01758549340410785,0.7265246654169597,0.07426563518810496,0.028666546669407475,0.0,0.7265246654169597,0.07426563518810496,0.0,-3.5,106.0355197666396,-3.9054567592490006,0.0,BLOCKED,PASSED,PASSED,PASSED,GR01_BOLETO_RETRY_PROHIBITED,NONE,NONE,NONE,NUDGE,0.7265246654169597,149.39,108.5355197666396,EXECUTED,1,149.39,42,v1.0-olist-augmented
b582532527260a8be949eac9f4d0ccff_1,b582532527260a8be949eac9f4d0ccff,bce63020814afdf2717e3c9b9ff1534e,db890d2b3c871e8e4298f21bc8a7736b,boleto,76.51,1,1,2016-10-08 14:31:26,2016-10-08 14:36:26,47.3,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,payment_cancelled,1,0.00898074609470261,0.5735497578647446,0.03902856013766329,0.014720982653164252,0.0,0.5735497578647446,0.03902856013766329,0.0,-3.5,41.38229197423161,-12.013924863867382,0.0,BLOCKED,PASSED,PASSED,PASSED,GR01_BOLETO_RETRY_PROHIBITED,NONE,NONE,NONE,NUDGE,0.5735497578647446,76.51,43.88229197423161,EXECUTED,1,76.51,42,v1.0-olist-augmented
b157079a62d77688a0f66043aa1f0306_1,b157079a62d77688a0f66043aa1f0306,7bea2f07ef082a136c0fd7d455c8e142,cb77bc826e0061d5f6e1702be7b87370,credit_card,34.91,1,1,2016-10-08 15:42:14,2016-10-08 15:47:14,71.7,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,authentication_failed,1,0.0055549744205199815,0.4532640783562306,0.024423304494449585,0.009125718770781239,0.0,0.4532640783562306,0.024423304494449585,0.0,-3.5,13.323448975416008,-14.147382440098765,0.0,BLOCKED,PASSED,PASSED,PASSED,GR04_AUTH_REQUIRED_RETRY_PROHIBITED,NONE,NONE,NONE,NUDGE,0.4532640783562306,34.91,15.823448975416008,EXECUTED,1,34.91,42,v1.0-olist-augmented
3d7e8f32f5b59e005ccfc1076b4040b5_1,3d7e8f32f5b59e005ccfc1076b4040b5,7d2c43741147f86f3242da5baacf1da7,d60a512747263c5307fef65a58ff7532,boleto,85.08,1,1,2016-10-08 22:34:11,2016-10-08 22:39:11,47.1,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,boleto_expired,1,0.00900876229838563,0.5743183272955409,0.03914661033284712,0.014766639189727811,0.0,0.5743183272955409,0.03914661033284712,0.0,-3.5,46.36300328630462,-11.669406392881367,0.0,BLOCKED,PASSED,PASSED,PASSED,GR01_BOLETO_RETRY_PROHIBITED|GR04_AUTH_REQUIRED_RETRY_PROHIBITED,NONE,NONE,NONE,NUDGE,0.5743183272955409,85.08,48.86300328630462,EXECUTED,0,0.0,42,v1.0-olist-augmented
99d3df1714b20b9eb9734e731927379a_1,99d3df1714b20b9eb9734e731927379a,89c9e4085217b358939bdfb269edc709,36620f9fa97dadf4867e4e15e3488f48,credit_card,319.09,10,1,2016-10-08 23:46:06,2016-10-08 23:51:06,70.9,0,0,0,0,0.0,0.0,0,0.0,FUNDS_ISSUE,insufficient_funds,1,0.06297872597238724,0.19783055216418194,0.02412916409710647,0.009014111506543519,0.06297872597238724,0.19783055216418194,0.02412916409710647,0.0,19.595881670529042,60.62575089006881,-7.300625028254297,0.0,PASSED,PASSED,PASSED,PASSED,NONE,NONE,NONE,NONE,NUDGE,0.19783055216418194,319.09,63.12575089006881,EXECUTED,0,0.0,42,v1.0-olist-augmented
0a5d7e24850c68bf00d39bd62a9a45ee_1,0a5d7e24850c68bf00d39bd62a9a45ee,cb544b0c548dbf3e9e52914472d56415,f706755df4abce09ff6fcdfadbe76166,credit_card,80.25,1,1,2016-10-09 11:43:43,2016-10-09 11:48:43,41.8,0,0,0,0,0.0,0.0,0,0.0,FUNDS_ISSUE,insufficient_funds,1,0.10967891739598039,0.31130507792665907,0.043354391764683906,0.01639859626357842,0.10967891739598039,0.31130507792665907,0.043354391764683906,0.0,8.301733121027427,22.48223250361439,-11.520810060884116,0.0,PASSED,PASSED,PASSED,PASSED,NONE,NONE,NONE,NONE,NUDGE,0.31130507792665907,80.25,24.98223250361439,EXECUTED,0,0.0,42,v1.0-olist-augmented
0891b66cbcc48cf64f31ae9cae3d08d8_1,0891b66cbcc48cf64f31ae9cae3d08d8,3c0b720f2a9aebf70b250e73ef4fda63,b40f9f5a8ddb36c2b9dded8fc1f5a255,credit_card,317.9,10,1,2016-10-09 13:57:42,2016-10-09 14:02:42,20.8,0,0,0,0,0.0,0.0,0,0.0,SOFT_DECLINE,network_error,1,0.7314928690598786,0.09994912346831283,0.06310388912106138,0.02417911042464198,0.7314928690598786,0.09994912346831283,0.06310388912106138,0.0,232.04158307413542,29.27382635057665,5.060726351585412,0.0,PASSED,PASSED,PASSED,PASSED,NONE,NONE,NONE,NONE,RETRY,0.7314928690598786,317.9,232.54158307413542,EXECUTED,1,317.9,42,v1.0-olist-augmented
1ebeec1bb9ce388ee2e00d401058ca8b_1,1ebeec1bb9ce388ee2e00d401058ca8b,7d9631fe32b276d4c6aa04ba141a03e8,6b681e2738264eb39f1da19f82919630,boleto,55.6,1,1,2016-10-09 22:36:49,2016-10-09 22:41:49,62.9,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,boleto_expired,1,0.006603303651580646,0.49661005194333685,0.028928860492537335,0.010840569401777743,0.0,0.49661005194333685,0.028928860492537335,0.0,-3.5,25.11151888804953,-13.391555356614925,0.0,BLOCKED,PASSED,PASSED,PASSED,GR01_BOLETO_RETRY_PROHIBITED|GR04_AUTH_REQUIRED_RETRY_PROHIBITED,NONE,NONE,NONE,NUDGE,0.49661005194333685,55.6,27.61151888804953,EXECUTED,1,55.6,42,v1.0-olist-augmented
d3a84031db6c5de813d5a3a3489712ca_1,d3a84031db6c5de813d5a3a3489712ca,a5bda6def3f77258ca2027b7d4a384e9,ffb973f2bb1c0cb807a99341a9b20dcd,credit_card,109.02,6,1,2016-10-09 23:25:13,2016-10-09 23:30:13,5.3,0,0,0,0,0.0,0.0,0,0.0,GENERIC_DECLINE,payment_failed,1,0.33919088152426136,0.40928981915338397,0.48328073564991975,0.03334602574321531,0.33919088152426136,0.40928981915338397,0.48328073564991975,0.0,36.478589903774974,42.12077608410192,37.68726580055425,0.0,PASSED,PASSED,PASSED,PASSED,NONE,NONE,NONE,NONE,NUDGE,0.40928981915338397,109.02,44.62077608410192,EXECUTED,0,0.0,42,v1.0-olist-augmented
