case_id,order_id,customer_id,customer_unique_id,order_purchase_timestamp,payment_type,payment_value,payment_installments,previous_order_count,previous_payment_count,previous_success_count,previous_cancelled_count,historical_payment_success_rate,historical_average_payment,customer_tenure_before_payment,order_frequency_before_payment,failure_category,failure_reason,hours_since_failure,recovery_attempt_number,valid_actions_count,valid_actions,split,simulation_seed,provenance_version,action,recovered
92d731517f17c26f16182d45498c4c3d_1,92d731517f17c26f16182d45498c4c3d,95c44daefa7bfb91c6bb0665a0cd22fc,623b94cac35b6629e4a77bd398beca52,2016-10-05 11:23:13,boleto,221.84,1,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,boleto_expired,20.0,1,2,NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,NUDGE,1
98750f114ae6088d04ea0d3cfe3f137f_1,98750f114ae6088d04ea0d3cfe3f137f,01fc05160cf790b9ed54ec795ff07688,225e63e9d240db566203b1ed918a809c,2016-10-05 11:44:41,boleto,24.52,1,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,payment_cancelled,20.9,1,2,NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,NUDGE,1
3b2ca3293a7ce539ea2379d704fa37ce_1,3b2ca3293a7ce539ea2379d704fa37ce,06a70917afd2dcd59396e1eac836c646,451c36d15ca9729da50f130f5c0f1c59,2016-10-05 12:44:09,credit_card,184.87,5,0,0,0,0,0.0,0.0,0,0.0,FUNDS_ISSUE,insufficient_funds,4.9,1,3,RETRY|NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,ESCALATE,0
dc5f6cd4492bbffe5bcda9b87856c9a5_1,dc5f6cd4492bbffe5bcda9b87856c9a5,2ebf822bbf33241c7bffb42235519f92,bdb88619ffe5ca24fa5732468bd34573,2016-10-05 13:12:43,credit_card,108.84,10,0,0,0,0,0.0,0.0,0,0.0,FUNDS_ISSUE,insufficient_funds,23.4,1,3,RETRY|NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,ESCALATE,0
cb2b577a4ebd84bf84ff3990084d490f_1,cb2b577a4ebd84bf84ff3990084d490f,ebd67b458c0b8b23fa5d869779adc761,8130a5b332a233457aad5d824b9df2cb,2016-10-05 17:11:49,credit_card,149.91,2,0,0,0,0,0.0,0.0,0,0.0,SOFT_DECLINE,network_error,43.2,1,3,RETRY|NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,ESCALATE,0
27c7c6aa7b6f3de99d2a3a64674d296f_1,27c7c6aa7b6f3de99d2a3a64674d296f,f7b55e33b283db33596d6be05d796448,dc86b29986d1f8ad458040d2400bf941,2016-10-05 22:53:45,credit_card,123.2,5,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,payment_cancelled,11.6,1,3,RETRY|NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,NUDGE,0
62246c16a32a0866943f17d7b42db940_1,62246c16a32a0866943f17d7b42db940,6443519fe0538b895632d5d7817aaff3,d78014098f313770fc276a44a9e84a87,2016-10-06 00:06:17,credit_card,69.35,6,0,0,0,0,0.0,0.0,0,0.0,FUNDS_ISSUE,insufficient_funds,68.6,1,3,RETRY|NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,ESCALATE,0
9aa3197e4887919fde0307fc23601d7a_1,9aa3197e4887919fde0307fc23601d7a,31a4ecf0bd3ea9436b7132bac1a1bdb3,24c0806a2407ad1f14b1323849bd246c,2016-10-06 13:16:56,credit_card,34.62,3,0,0,0,0,0.0,0.0,0,0.0,SOFT_DECLINE,network_error,52.2,1,3,RETRY|NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,ESCALATE,0
c549f0d88f33bfe43351b893f1fb55ac_1,c549f0d88f33bfe43351b893f1fb55ac,ea26950075411d4c3569a71853ee7388,ded0f90b96bc30dfa105a41bbe658cdf,2016-10-06 13:21:05,credit_card,110.92,1,0,0,0,0,0.0,0.0,0,0.0,FUNDS_ISSUE,insufficient_funds,15.1,1,3,RETRY|NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,NUDGE,1
60856ac7677a70cd87ad25d9b34d051b_1,60856ac7677a70cd87ad25d9b34d051b,bf3143805b420affe47047794eae0872,b139fbdcd53f8036eb05d3023fc97580,2016-10-06 14:36:59,credit_card,25.96,1,0,0,0,0,0.0,0.0,0,0.0,FUNDS_ISSUE,insufficient_funds,38.4,1,3,RETRY|NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,RETRY,0
1add1aa4c6e709fd74a4eb691a9fc6bc_1,1add1aa4c6e709fd74a4eb691a9fc6bc,076a5ddb5b1240c532093a399dcb47f5,76cfb52cb2b6b08a3a01454ad83e73f1,2016-10-06 17:45:30,credit_card,74.15,1,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,authentication_failed,28.5,1,2,NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,ESCALATE,0
ac00d3859c095d282f6bef69e0ed1b38_1,ac00d3859c095d282f6bef69e0ed1b38,503d0a7d55227b38ccce96ec23251f5a,b2639226e3ba85c1e40abf59a40d5b66,2016-10-06 18:03:01,credit_card,89.16,2,0,0,0,0,0.0,0.0,0,0.0,FUNDS_ISSUE,insufficient_funds,27.8,1,3,RETRY|NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,ESCALATE,0
9bd5312d12f48b04a460f702baff3d8c_1,9bd5312d12f48b04a460f702baff3d8c,4d145fd1d3245cbb3697dd41b4bcf19b,fa57a93088b5154400f24bee58fdf772,2016-10-06 20:43:30,credit_card,221.84,5,0,0,0,0,0.0,0.0,0,0.0,SOFT_DECLINE,network_error,40.5,1,3,RETRY|NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,ESCALATE,0
032cf17f7a713287e46999fddea6051b_1,032cf17f7a713287e46999fddea6051b,7ec44117b7760d297447f1cff2a10967,b0cfaead61116dafe5fc20f4c9a91754,2016-10-07 12:21:07,credit_card,110.92,4,0,0,0,0,0.0,0.0,0,0.0,HARD_DECLINE,stolen_card,8.2,1,2,NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,NUDGE,1
5bda3e4d7080c484cd646a53165a7892_1,5bda3e4d7080c484cd646a53165a7892,e4c44f8397c63555e4d0b11f4e7addc5,e77dc6d35eca2c309c97739d49994220,2016-10-07 21:30:12,credit_card,165.68,1,0,0,0,0,0.0,0.0,0,0.0,FUNDS_ISSUE,insufficient_funds,15.9,1,3,RETRY|NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,NUDGE,0
1069874467b6a425853288c450f68fc9_1,1069874467b6a425853288c450f68fc9,cee53b7d3dd56da687a4fa61c6ce8d32,4403513209514871ac9d0fd681f7cdb5,2016-10-07 22:51:32,credit_card,40.95,4,0,0,0,0,0.0,0.0,0,0.0,SOFT_DECLINE,network_error,11.2,1,3,RETRY|NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,RETRY,1
e2ea01f68f92f0c55b08ca739af834b6_1,e2ea01f68f92f0c55b08ca739af834b6,258c52543b8045fe23644c47a645c9fb,de6150bc32a048990e6cbb6dbd3825bb,2016-10-08 10:55:44,boleto,149.39,1,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,payment_timed_out,12.9,1,2,NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,ESCALATE,0
b582532527260a8be949eac9f4d0ccff_1,b582532527260a8be949eac9f4d0ccff,bce63020814afdf2717e3c9b9ff1534e,db890d2b3c871e8e4298f21bc8a7736b,2016-10-08 14:31:26,boleto,76.51,1,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,payment_cancelled,47.3,1,2,NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,ESCALATE,0
b157079a62d77688a0f66043aa1f0306_1,b157079a62d77688a0f66043aa1f0306,7bea2f07ef082a136c0fd7d455c8e142,cb77bc826e0061d5f6e1702be7b87370,2016-10-08 15:42:14,credit_card,34.91,1,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,authentication_failed,71.7,1,2,NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,ESCALATE,0
3d7e8f32f5b59e005ccfc1076b4040b5_1,3d7e8f32f5b59e005ccfc1076b4040b5,7d2c43741147f86f3242da5baacf1da7,d60a512747263c5307fef65a58ff7532,2016-10-08 22:34:11,boleto,85.08,1,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,boleto_expired,47.1,1,2,NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,ESCALATE,0
99d3df1714b20b9eb9734e731927379a_1,99d3df1714b20b9eb9734e731927379a,89c9e4085217b358939bdfb269edc709,36620f9fa97dadf4867e4e15e3488f48,2016-10-08 23:46:06,credit_card,319.09,10,0,0,0,0,0.0,0.0,0,0.0,FUNDS_ISSUE,insufficient_funds,70.9,1,3,RETRY|NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,NUDGE,0
0a5d7e24850c68bf00d39bd62a9a45ee_1,0a5d7e24850c68bf00d39bd62a9a45ee,cb544b0c548dbf3e9e52914472d56415,f706755df4abce09ff6fcdfadbe76166,2016-10-09 11:43:43,credit_card,80.25,1,0,0,0,0,0.0,0.0,0,0.0,FUNDS_ISSUE,insufficient_funds,41.8,1,3,RETRY|NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,ESCALATE,0
0891b66cbcc48cf64f31ae9cae3d08d8_1,0891b66cbcc48cf64f31ae9cae3d08d8,3c0b720f2a9aebf70b250e73ef4fda63,b40f9f5a8ddb36c2b9dded8fc1f5a255,2016-10-09 13:57:42,credit_card,317.9,10,0,0,0,0,0.0,0.0,0,0.0,SOFT_DECLINE,network_error,20.8,1,3,RETRY|NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,RETRY,1
1ebeec1bb9ce388ee2e00d401058ca8b_1,1ebeec1bb9ce388ee2e00d401058ca8b,7d9631fe32b276d4c6aa04ba141a03e8,6b681e2738264eb39f1da19f82919630,2016-10-09 22:36:49,boleto,55.6,1,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,boleto_expired,62.9,1,2,NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,ESCALATE,0
d3a84031db6c5de813d5a3a3489712ca_1,d3a84031db6c5de813d5a3a3489712ca,a5bda6def3f77258ca2027b7d4a384e9,ffb973f2bb1c0cb807a99341a9b20dcd,2016-10-09 23:25:13,credit_card,109.02,6,0,0,0,0,0.0,0.0,0,0.0,GENERIC_DECLINE,payment_failed,5.3,1,3,RETRY|NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,ESCALATE,0
0ec61157a488963fe217233f74c52760_1,0ec61157a488963fe217233f74c52760,01415cfeb907d8ce0e17075b4c097fe9,c2154b6ca788852f644e6f56dc7abbe9,2016-10-09 23:50:37,credit_card,45.01,1,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,authentication_failed,7.8,1,2,NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,NUDGE,1
5c5c9fde60ffb741545cf2608e8c12ca_1,5c5c9fde60ffb741545cf2608e8c12ca,a5cd42f5d1eecbf955de47ff1245b5d6,4910006053f92928b62910d568d4ad1e,2016-10-09 23:55:30,credit_card,613.78,10,0,0,0,0,0.0,0.0,0,0.0,FUNDS_ISSUE,insufficient_funds,68.3,1,3,RETRY|NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,NUDGE,0
f9b03f7a6e5788ffb6cb6b4cd0d01892_1,f9b03f7a6e5788ffb6cb6b4cd0d01892,e94cba4a769c459e51325766ab2ef270,c1b7a862b80f4b3c397d70ec4b1df7c5,2016-10-10 02:17:55,boleto,116.17,1,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,boleto_expired,47.0,1,2,NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,ESCALATE,0
6460e331ee8f69c01f1423cca48d9991_1,6460e331ee8f69c01f1423cca48d9991,59b219b2e1d1b20580c3551e07db6648,27ede105a6042b71a261bf57f75fdcf8,2016-10-10 11:17:11,boleto,20.11,1,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,payment_timed_out,66.9,1,2,NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,ESCALATE,0
5f834cc4ee109c58dff88c60b8ba5ecf_1,5f834cc4ee109c58dff88c60b8ba5ecf,1124aa987445b3d3f42412a375522a89,d98096b0c597ce4bf28a2839ad0f89fc,2016-10-10 11:22:36,credit_card,96.23,1,0,0,0,0,0.0,0.0,0,0.0,SOFT_DECLINE,gateway_error,10.0,1,3,RETRY|NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,NUDGE,1
d3f7c0e804b501782903f7af749eb797_1,d3f7c0e804b501782903f7af749eb797,303f96887b473d72e34c2d0e492fa43b,01f156677184504063bd19739f924af1,2016-10-10 13:57:41,credit_card,784.8,10,0,0,0,0,0.0,0.0,0,0.0,SOFT_DECLINE,bank_technical_error,55.4,1,3,RETRY|NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,NUDGE,0
b19169c7cb8391fb8561e094d61c531a_1,b19169c7cb8391fb8561e094d61c531a,620732fed5579e0bdfdddee02aad4c54,0ecf7f65b5ff3b9e61b637e59f495e0a,2016-10-10 15:49:59,credit_card,129.03,10,0,0,0,0,0.0,0.0,0,0.0,SOFT_DECLINE,bank_technical_error,17.3,1,3,RETRY|NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,ESCALATE,0
c4f710df20f7d1500da1aef81a993f65_1,c4f710df20f7d1500da1aef81a993f65,4b671f05b6eb9dc1d2c1bae9c8c78536,0ecf7f65b5ff3b9e61b637e59f495e0a,2016-10-10 15:50:01,credit_card,51.79,5,1,1,1,0,1.0,129.03,0,0.0,CUSTOMER_ACTION_REQUIRED,authentication_failed,25.0,1,2,NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,NUDGE,1
5a7ae4ca802c14fdff19558a4fee8727_1,5a7ae4ca802c14fdff19558a4fee8727,3140c5d46f2d38e4f14a9675359d6a27,7f3ae1ea298c60b1a19751a1ded40199,2016-10-10 17:16:03,boleto,182.65,1,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,payment_cancelled,64.8,1,2,NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,ESCALATE,0
3d7d60b10ba4b43cf6f6d5df2e933f67_1,3d7d60b10ba4b43cf6f6d5df2e933f67,02cb3a8ef6e13d37560379559e2f533d,d51c96d2f1d710b94744d6f7b88387d7,2016-10-10 18:09:39,voucher,3.02,1,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,payment_cancelled,29.9,1,2,NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,NUDGE,1
f175d67589e059cbbda956f10f0702e6_1,f175d67589e059cbbda956f10f0702e6,a4555d257db29ef5f838cec4101c5208,f7be9bec658c62ab6240b44cd26c0b84,2017-01-05 13:34:35,boleto,18.62,1,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,boleto_expired,48.4,1,2,NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,ESCALATE,1
1b694ef5b28d3e949a4f0ffeb2c9fcd6_1,1b694ef5b28d3e949a4f0ffeb2c9fcd6,cba12036a88407a37770dc8ab725de77,d753459418d268407f19b64be28e3c5a,2017-01-05 13:43:17,boleto,18.62,1,1,1,1,0,1.0,19.62,0,0.0,CUSTOMER_ACTION_REQUIRED,payment_cancelled,63.9,1,2,NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,NUDGE,1
17fed53ba6dfef9b594ee2268642e2aa_1,17fed53ba6dfef9b594ee2268642e2aa,c0352e94059e3e5a714c9ad0c8306a54,12f5d6e1cbf93dafd9dcc19095df0b3d,2017-01-05 14:50:54,boleto,18.62,1,3,3,3,0,1.0,19.286666666666665,0,0.0,CUSTOMER_ACTION_REQUIRED,payment_cancelled,62.8,1,2,NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,NUDGE,1
1b3d11cf9f92c0f7baf627ab059621f8_4,1b3d11cf9f92c0f7baf627ab059621f8,85ed641fe825f188f1a67b317b5f540c,318b69202a96429368680f215843340d,2017-01-06 23:31:23,voucher,200.0,1,0,0,0,0,0.0,0.0,0,0.0,GENERIC_DECLINE,payment_failed,1.1,1,2,NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,ESCALATE,1
ad818323f40e1a353eb3a3874d138c51_1,ad818323f40e1a353eb3a3874d138c51,e423929b7362dc59bfc3e9dab3acad7a,2ad1ffd24d9373937ac6d1e376e4494d,2017-01-10 19:43:30,credit_card,191.4,2,0,0,0,0,0.0,0.0,0,0.0,SOFT_DECLINE,bank_technical_error,11.8,1,3,RETRY|NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,ESCALATE,1
255d951095fc26f86cc7a08b822b714a_1,255d951095fc26f86cc7a08b822b714a,4aa40fd3991ea64e9dead06fe15f021c,cb923e4fcdbc3c7a091a33f5603fa9d3,2017-01-11 15:18:25,credit_card,782.74,7,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,authentication_failed,66.2,1,2,NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,ESCALATE,0
9a75a775d17d37cd19193fe02c3f21de_1,9a75a775d17d37cd19193fe02c3f21de,97efa29b4cb6dc4b10acb8f9baa46cdb,9ff65289796499ec62ee319b027dcff0,2017-01-11 15:56:35,boleto,424.04,1,0,0,0,0,0.0,0.0,0,0.0,GENERIC_DECLINE,payment_failed,40.7,1,2,NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,NUDGE,0
fbee80ef6891c144af8ff9dc788aaa89_1,fbee80ef6891c144af8ff9dc788aaa89,41ee1607f629eea5c7aa658053748326,53ab246426bad17ebfa16c1a84e67294,2017-01-12 12:01:14,credit_card,58.74,5,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,authentication_failed,34.8,1,2,NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,NUDGE,0
19512a70f62306416782f963d55c8b26_1,19512a70f62306416782f963d55c8b26,e914087f4bedebda8f0dc92e4d095d16,65fa3afefabe02a33f88a6c0c7c17867,2017-01-12 15:05:52,credit_card,782.34,7,0,0,0,0,0.0,0.0,0,0.0,SOFT_DECLINE,bank_technical_error,5.2,1,3,RETRY|NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,NUDGE,0
6c82197bc099415d9919ccb609a9c072_1,6c82197bc099415d9919ccb609a9c072,cf21fc5ce008e8d35e01caeb0ef028da,0fd77103b2734193d2bbb936e774418b,2017-01-13 00:14:27,credit_card,202.71,4,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,authentication_failed,2.3,1,2,NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,NUDGE,0
f7b9821d83a86f942cd40560f3c06622_1,f7b9821d83a86f942cd40560f3c06622,668bca75c9fde63d376e1042ff8e2fe8,652452e3f6467b9df7e3b65399262956,2017-01-13 17:53:10,credit_card,419.06,8,0,0,0,0,0.0,0.0,0,0.0,SOFT_DECLINE,gateway_error,68.7,1,3,RETRY|NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,NUDGE,0
c8ea1ac95f4f994f94fb57e99dcca985_1,c8ea1ac95f4f994f94fb57e99dcca985,54cca8020b69fbb204ac117154b079b7,6b5c621e7785587af556b3750d9e075f,2017-01-14 01:16:14,credit_card,49.01,4,0,0,0,0,0.0,0.0,0,0.0,SOFT_DECLINE,network_error,34.4,1,3,RETRY|NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,NUDGE,0
6248b0a9b547366913fb67922a7a2b77_1,6248b0a9b547366913fb67922a7a2b77,4ae48f8e3942147402a1286118601c83,dce5a2ec04713ca71d7fd432f45b70cc,2017-01-14 15:11:28,credit_card,124.84,1,0,0,0,0,0.0,0.0,0,0.0,SOFT_DECLINE,gateway_error,56.7,1,3,RETRY|NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,RETRY,0
aa830d74d3e7d4a392cb7eac51a9c719_1,aa830d74d3e7d4a392cb7eac51a9c719,a0b7bf085451ca667f8c8015e9812e3b,1c6c7f4687318090a16753eeefd5b1b1,2017-01-14 17:59:38,credit_card,104.3,6,0,0,0,0,0.0,0.0,0,0.0,HARD_DECLINE,card_number_invalid,16.2,1,2,NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,ESCALATE,1
ed2ea4498bcd56d90d461a23fa47ac56_1,ed2ea4498bcd56d90d461a23fa47ac56,b629604bb4374da78155fb48fcc1ec4f,b0bc6de4a99007470bbdbbf5cc502ea9,2017-01-14 23:05:01,credit_card,40.86,4,0,0,0,0,0.0,0.0,0,0.0,FUNDS_ISSUE,insufficient_funds,17.5,1,3,RETRY|NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,NUDGE,0
3027797ce35841bf74917c0b0ea1a38d_1,3027797ce35841bf74917c0b0ea1a38d,64e2e80c6c053f95af9f072968fc8196,609846ecfa57e90e8ce0fe6c0e06b0ad,2017-01-15 12:37:26,credit_card,176.23,2,0,0,0,0,0.0,0.0,0,0.0,HARD_DECLINE,stolen_card,40.6,1,2,NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,ESCALATE,0
5897449bce69856d88610b3c0f4f63b5_1,5897449bce69856d88610b3c0f4f63b5,2e19009aaf5ce281eadf19914ea75b5c,dfad52af74ef4e4efcd09c4f00de979d,2017-01-15 21:46:43,boleto,199.36,1,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,payment_cancelled,63.1,1,2,NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,NUDGE,1
0dbfda5b69f9f25250969962f70929e9_1,0dbfda5b69f9f25250969962f70929e9,36e0f840035e7f9bacad69b27b953a02,4a9b32703700ed17c13a3a6c1a784e1d,2017-01-16 00:05:37,credit_card,190.28,8,0,0,0,0,0.0,0.0,0,0.0,FUNDS_ISSUE,insufficient_funds,21.1,1,3,RETRY|NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,RETRY,0
719b940ab2f1e351ffb14a0a02ffe3c4_1,719b940ab2f1e351ffb14a0a02ffe3c4,ede9a1daf58d256c0d648ef7e1479010,90b68b6163beccc6f471d64de5258367,2017-01-16 13:01:51,boleto,97.8,1,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,boleto_expired,24.0,1,2,NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,NUDGE,1
e068276f5e75a66212f75b84ebfeaccf_1,e068276f5e75a66212f75b84ebfeaccf,8b8e02be8fef10b7c6e2d210dbcfba7c,ed05a1bbf9f8816af23fcc68084bb87d,2017-01-16 13:17:46,credit_card,56.86,1,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,authentication_failed,39.9,1,2,NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,ESCALATE,0
